,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
LOC114591848,12,14,33,52,7,17,13,1,11,21,0,11,9,6,12
ZC2HC1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACYP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLH3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
EIF2B2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLST,111,69,131,242,47,99,117,42,124,171,52,80,144,49,89
PROX2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
LOC114585706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLPM1,41,30,4,68,29,24,53,34,21,53,42,13,49,24,15
FCF1,22,4,6,8,7,2,8,3,3,7,10,6,3,5,5
AREL1,23,130,45,84,18,20,29,23,8,35,12,9,25,24,14
LTBP2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
NPC2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ISCA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114591958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNDIG1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114591993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114592002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114592050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRNAI-UAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114592008,2,16,1,23,14,0,17,7,0,7,11,0,8,21,2
VSX2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
LOC114592063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIN52,1,0,6,8,0,7,1,1,3,2,4,3,1,2,5
ALDH6A1,6,15,12,10,4,7,7,11,13,5,8,6,4,10,9
BBOF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTPD5,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0
COQ6,10,6,7,12,2,9,2,3,2,3,1,0,5,2,2
FAM161B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF410,0,0,3,2,0,1,2,0,1,0,0,1,0,0,2
FBXO33,218,1110,697,244,501,316,176,393,249,187,796,128,240,500,201
MIA2,6,51,1,4,53,1,3,47,0,2,48,1,1,29,0
PNN,373,379,263,479,216,345,524,204,404,424,355,172,487,181,163
TRAPPC6B,0,0,0,0,0,2,1,0,0,2,3,1,0,0,0
GEMIN2,3,0,1,0,1,2,1,0,0,2,0,0,0,2,0
PROSER1,8,40,0,25,7,16,13,4,1,11,27,4,18,13,6
LOC114585678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114592208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC23A,10,227,70,80,59,54,15,54,41,27,19,29,30,57,49
CLEC14A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114592257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXA1,0,397,0,0,216,0,0,141,0,0,164,0,0,143,0
LOC114592275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIPOL1,0,0,0,4,2,0,0,1,1,2,1,0,3,1,3
SLC25A21,0,4,1,1,8,0,0,1,1,0,2,0,0,3,1
LOC114592323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114592314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114592318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBIP,3,10,0,4,8,0,1,9,1,7,12,4,6,3,4
LOC114592372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRMS1L,17,96,46,43,15,30,24,21,25,34,18,18,27,22,26
RALGAPA1,35,102,53,168,23,33,68,30,30,90,34,25,68,13,27
INSM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFKBIA,0,0,0,1,0,1,0,0,2,1,0,1,0,0,2
PSMA6,75,27,44,24,29,44,32,36,88,46,43,22,33,30,28
PRORP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R3C,94,27,57,67,57,72,61,39,60,36,66,40,50,31,61
FAM177A1,6,7,49,43,3,32,18,9,30,7,2,22,14,9,30
SRP54,240,231,248,210,164,152,106,172,156,117,325,89,123,189,141
LOC114592551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAZ1A,10,28,20,16,20,4,14,16,7,10,20,2,10,24,10
CFL2,2700,411,3169,3452,163,2356,2036,159,1634,2035,277,1796,1892,148,2334
LOC114592633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX6,61,175,60,96,109,18,59,81,32,70,111,18,62,74,21
EAPP,1,0,2,3,2,1,1,2,0,2,3,0,1,0,0
SPTSSA,23,38,53,36,20,21,24,11,16,25,32,18,14,16,18
LOC114592651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGLN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPAS3,7,89,6,36,52,4,11,45,4,11,41,8,6,25,6
AKAP6,32,1,28,80,4,19,51,3,13,48,1,17,41,2,50
LOC114592773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP5,33,147,39,118,46,29,50,47,22,48,25,15,62,35,26
NUBPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEATR5A,0,7,5,1,1,1,3,1,2,1,3,1,0,1,1
LOC114592928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HECTD1,419,1375,1543,1432,526,1747,645,382,1401,710,509,731,618,410,975
AP4S1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STRN3,427,466,1926,898,202,1058,434,163,736,528,286,582,526,222,812
COCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCFD1,91,171,50,88,68,34,63,63,30,55,99,18,61,59,41
G2E3,0,0,0,4,1,2,1,1,1,1,1,0,1,0,0
PRKD1,110,7,23,106,2,42,99,5,41,67,4,28,54,3,45
LOC114593068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXG1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC114593086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA1,208,18,97,269,9,48,146,9,35,146,29,39,138,6,103
LOC114593163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
STXBP6,0,7,0,5,5,2,0,8,0,1,3,0,1,1,1
GJD2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ACTC1,14712,1,34,15754,0,77,9471,0,44,16035,0,59,14490,0,60
LOC114593265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQR,28,48,9,72,15,14,46,11,15,34,16,12,35,12,11
DPH6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC114584972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114606477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1H15orf41,2,0,2,1,1,1,1,1,0,6,2,4,0,4,0
LOC114593475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEIS2,256,38,0,449,17,2,378,34,4,391,50,3,298,13,4
LOC114593462,0,0,0,1,1,0,3,1,0,2,4,0,1,0,0
LOC114593458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRED1,6,10,0,8,3,0,3,3,1,6,3,1,3,3,2
LOC114593490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM98B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RASGRP1,1,0,0,5,0,0,0,1,1,3,0,0,1,0,1
ARHGAP11A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SCG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMN1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
LOC114593562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYR3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LOC114593598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC7,81,55,34,59,42,39,50,43,54,29,50,20,32,52,47
KATNBL1,0,2,5,3,3,0,1,1,0,0,2,0,3,1,0
THBS1,24,85,15,65,9,7,19,21,3,31,9,5,28,14,20
LOC114593650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK4,0,2,2,1,1,0,0,1,0,1,0,0,0,0,0
SRP14,77,24,8,26,26,16,29,17,12,29,30,8,17,18,5
LOC114593732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUB1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCB2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
INAFM2,16,0,0,13,0,8,9,0,3,2,0,4,10,0,3
CCDC9B,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
DISP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNSTRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVD,1,4,2,7,5,0,7,4,3,6,4,5,4,1,5
BAHD1,14,18,16,36,22,28,30,18,20,20,48,7,18,24,10
LOC114593841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC32,1,6,0,4,6,1,2,2,0,4,3,0,1,0,1
LOC114593866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPUSD2,1,10,5,5,0,5,0,3,7,0,5,1,2,3,3
TRNAS-GCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RMDN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCHFR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC17,125,48,80,93,22,31,72,18,52,68,33,21,52,24,22
C1H15orf62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PPP1R14D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114603440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114604906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS18,5,1,2,2,3,0,1,0,4,3,6,3,1,1,3
LOC114593985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLL4,2,0,0,0,1,0,1,2,0,3,2,1,3,0,0
LOC114593999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAC1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
INO80,2,19,14,42,13,13,13,7,15,12,6,8,8,4,7
LOC114594071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHP1,53,80,60,49,12,9,37,8,11,38,21,10,17,25,7
LOC114594065,6,52,21,70,14,63,14,7,18,21,6,45,19,7,26
OIP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUSAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFAF1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
RTF1,106,150,414,201,42,130,68,45,85,70,79,54,62,39,57
LOC114584974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITPKA,0,3,0,1,0,0,1,0,0,0,4,0,1,0,0
LTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRO3,1,1,5,13,4,10,12,3,3,6,0,7,4,2,0
LOC114594157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPKBP1,4,1,7,21,0,11,2,0,2,4,0,9,4,0,7
JMJD7,5,1,3,2,4,0,1,1,0,4,1,0,1,2,0
LOC114594235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114581922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPTBN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHD4,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0
LOC114594260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114582942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114588340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114589436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G4F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS39,6,10,30,13,5,18,4,2,16,3,7,6,5,4,4
TMEM87A,52,212,66,54,125,39,47,79,30,39,129,27,36,93,32
GANC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAPN3,0,0,13,2,0,9,0,0,3,0,0,7,0,0,11
ZNF106,2,2,44,21,0,22,7,0,14,13,0,16,8,0,29
SNAP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC57,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0
HAUS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STARD9,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0
CDAN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594448,7,21,31,13,21,15,3,5,5,8,22,2,6,22,7
TTBK2,1,5,0,4,0,1,0,0,1,0,2,1,0,3,0
LOC114594478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBR1,0,5,2,1,1,0,1,1,3,1,2,0,0,1,0
TMEM62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELMSAN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAL1,2,0,4,1,1,0,0,0,2,4,0,2,2,0,2
LOC114594511,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
LOC114594539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEATR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIOX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMB,16,109,18,55,114,25,37,80,16,47,44,29,31,39,31
PAPLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSEN1,3,12,3,6,1,0,2,4,2,3,5,4,0,2,3
RBM25,177,321,235,320,172,204,232,122,204,228,175,92,182,114,130
ZFYVE1,0,6,1,1,2,0,0,1,0,1,0,0,2,0,1
DCAF4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DPF3,12,12,10,11,6,5,2,5,11,14,18,7,14,8,9
LOC114594679,3,0,0,1,2,0,0,1,0,1,1,0,1,0,0
RGS6,14,0,0,45,0,2,28,0,2,36,0,0,22,0,3
SIPA1L1,19,44,22,74,27,19,29,28,13,34,20,11,35,20,17
PCNX1,10,134,43,95,49,62,28,16,31,33,22,30,22,13,15
MAP3K9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC9,2,0,0,2,0,0,1,1,3,7,0,1,1,0,2
MED6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC114594771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114591380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114593075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNJ2BP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC8A3,0,0,3,0,0,2,0,0,1,0,0,5,0,0,5
SMOC1,2,0,0,3,25,0,3,12,0,8,14,0,7,18,0
SLC10A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRSF5,493,266,305,707,953,575,1422,978,859,1012,1072,339,882,514,208
SUSD6,3,2,1,1,4,1,1,2,4,6,14,2,2,5,0
LOC114594944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A9,0,3,1,0,2,3,0,3,0,0,1,0,1,0,0
ERH,582,187,279,261,155,168,287,130,193,336,151,175,278,115,223
GALNT16,1,0,0,2,0,3,0,0,1,1,0,1,0,0,2
LOC114594997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCAF5,17,116,72,80,44,57,35,33,32,25,28,35,50,34,42
LOC114595033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114595026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN1,163,203,38,306,145,28,133,176,22,159,109,26,200,105,38
LOC114595069,104,523,199,331,165,137,211,241,70,186,308,70,208,201,86
LOC114595188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFP36L1,328,702,93,686,1508,43,350,1397,62,312,1184,32,331,726,72
LOC114595147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114595204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD51B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRNAF-GAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM229B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLEKHH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGH,1,1,1,1,0,0,0,0,4,0,0,0,0,1,2
ARG2,1,3,2,0,15,0,1,42,2,0,68,7,1,44,3
VTI1B,1,3,0,0,1,1,0,0,3,1,0,2,0,1,1
LOC114595368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114594736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114595334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE26,2,5,1,3,2,0,0,0,0,0,0,1,0,1,0
LOC114595409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MPP5,11,45,22,20,22,6,10,20,9,8,14,10,9,21,10
LOC114595582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM71D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPHN,467,397,1016,548,206,579,420,211,490,465,316,372,470,179,440
LOC114585397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUT8,57,4,623,45,4,127,36,6,165,48,4,119,40,1,112
LOC114595595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1QTNF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM180B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFS3,9,3,0,5,0,0,6,1,5,6,2,1,3,1,1
KBTBD4,1,1,2,2,0,2,0,2,1,0,3,0,0,1,1
PTPMT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELF1,637,540,1515,1246,261,691,679,172,526,621,355,497,592,214,576
RAPSN,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2
PSMC3,297,91,188,331,98,146,183,119,190,193,144,73,180,91,108
LOC114595706,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
SLC39A13,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2
SPI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYBPC3,176,0,0,419,0,0,167,0,0,173,0,0,131,0,0
LOC114595765,1,0,0,2,5,0,3,2,0,1,1,1,0,1,2
MADD,7,84,7,36,10,22,14,13,24,12,9,24,16,17,32
NR1H3,0,62,4,3,12,7,0,20,1,2,8,0,0,11,1
ACP2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDB2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PACSIN3,119,11,125,51,11,53,21,21,52,22,34,32,36,19,37
THAP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARFGAP2,7,3,10,5,2,11,6,4,18,8,8,17,10,9,14
C1H11orf49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
CKAP5,51,43,85,115,15,60,65,20,46,87,47,37,44,32,32
LOC114585623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0
ZNF408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP1,0,11,0,5,2,1,0,2,0,2,0,2,1,0,0
ATG13,4,24,26,25,8,35,12,8,16,17,17,4,11,9,19
HARBI1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1
AMBRA1,75,240,108,183,59,51,70,45,32,77,43,59,93,54,66
CHRM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDK,6,1,0,11,0,0,2,0,0,11,2,3,4,1,0
DGKZ,1,35,8,3,9,5,5,11,5,6,2,3,5,1,1
CREB3L1,12,0,2,5,1,1,4,0,1,5,3,4,5,9,5
LOC114596058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHF21A,88,127,114,115,51,33,55,65,30,52,50,14,50,52,24
LARGE2,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0
PEX16,3,0,4,0,1,0,3,0,0,1,0,1,0,0,0
C1H11orf94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK8IP1,2,0,8,5,1,12,2,0,3,11,0,3,6,0,2
LOC114596142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRY2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
SLC35C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114596187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYT13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM11,0,5,2,3,0,2,1,0,2,1,0,2,1,2,0
LOC114596209,2,4,0,9,1,0,2,1,2,2,3,3,1,11,0
LOC114596214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53I11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD82,1,1,0,0,3,0,2,3,0,1,0,1,1,2,0
ALX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXT2,2,5,0,2,4,2,0,2,0,4,7,0,1,2,0
ACCS,1,11,1,6,2,1,3,3,0,9,5,1,0,6,6
C1H11orf96,17,14,44,38,8,30,3,7,2,18,35,7,77,29,16
ALKBH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC114596313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC17,4,84,14,35,16,18,12,16,18,17,15,6,12,10,14
